day,walletcount
2019-05-27,0
2019-05-28,0
2019-05-29,0
2019-05-30,0
2019-05-31,0
2019-06-01,0
2019-06-02,0
2019-06-03,0
2019-06-04,0
2019-06-05,0
2019-06-06,0
2019-06-07,0
2019-06-08,0
2019-06-09,0
2019-06-10,0
2019-06-11,0
2019-06-12,0
2019-06-13,0
2019-06-14,0
2019-06-15,0
2019-06-16,0
2019-06-17,0
2019-06-18,0
2019-06-19,0
2019-06-20,0
2019-06-21,0
2019-06-22,0
2019-06-23,0
2019-06-24,0
2019-06-25,0
2019-06-26,0
2019-06-27,0
2019-06-28,0
2019-06-29,0
2019-06-30,0
2019-07-01,0
2019-07-02,0
2019-07-03,0
2019-07-04,0
2019-07-05,0
2019-07-06,0
2019-07-07,0
2019-07-08,0
2019-07-09,0
2019-07-10,0
2019-07-11,0
2019-07-12,0
2019-07-13,0
2019-07-14,0
2019-07-15,0
2019-07-16,0
2019-07-17,0
2019-07-18,0
2019-07-19,0
2019-07-20,0
2019-07-21,0
2019-07-22,0
2019-07-23,0
2019-07-24,0
2019-07-25,0
2019-07-26,0
2019-07-27,0
2019-07-28,0
2019-07-29,0
2019-07-30,0
2019-07-31,0
2019-08-01,0
2019-08-02,0
2019-08-03,0
2019-08-04,0
2019-08-05,0
2019-08-06,0
2019-08-07,0
2019-08-08,0
2019-08-09,0
2019-08-10,0
2019-08-11,0
2019-08-12,0
2019-08-13,0
2019-08-14,0
2019-08-15,0
2019-08-16,0
2019-08-17,0
2019-08-18,0
2019-08-19,0
2019-08-20,0
2019-08-21,0
2019-08-22,0
2019-08-23,0
2019-08-24,0
2019-08-25,0
2019-08-26,0
2019-08-27,0
2019-08-28,0
2019-08-29,0
2019-08-30,0
2019-08-31,0
2019-09-01,0
2019-09-02,0
2019-09-03,0
2019-09-04,0
2019-09-05,0
2019-09-06,0
2019-09-07,0
2019-09-08,0
2019-09-09,0
2019-09-10,0
2019-09-11,0
2019-09-12,0
2019-09-13,0
2019-09-14,0
2019-09-15,0
2019-09-16,0
2019-09-17,0
2019-09-18,0
2019-09-19,0
2019-09-20,0
2019-09-21,0
2019-09-22,0
2019-09-23,0
2019-09-24,0
2019-09-25,0
2019-09-26,0
2019-09-27,0
2019-09-28,0
2019-09-29,0
2019-09-30,0
2019-10-01,0
2019-10-02,0
2019-10-03,0
2019-10-04,0
2019-10-05,0
2019-10-06,0
2019-10-07,0
2019-10-08,0
2019-10-09,0
2019-10-10,0
2019-10-11,0
2019-10-12,0
2019-10-13,0
2019-10-14,0
2019-10-15,0
2019-10-16,0
2019-10-17,0
2019-10-18,0
2019-10-19,0
2019-10-20,0
2019-10-21,0
2019-10-22,0
2019-10-23,0
2019-10-24,0
2019-10-25,0
2019-10-26,0
2019-10-27,0
2019-10-28,0
2019-10-29,0
2019-10-30,0
2019-10-31,0
2019-11-01,0
2019-11-02,0
2019-11-03,0
2019-11-04,0
2019-11-05,0
2019-11-06,0
2019-11-07,0
2019-11-08,0
2019-11-09,0
2019-11-10,0
2019-11-11,0
2019-11-12,0
2019-11-13,0
2019-11-14,0
2019-11-15,0
2019-11-16,0
2019-11-17,0
2019-11-18,0
2019-11-19,0
2019-11-20,0
2019-11-21,0
2019-11-22,0
2019-11-23,0
2019-11-24,0
2019-11-25,0
2019-11-26,0
2019-11-27,0
2019-11-28,0
2019-11-29,0
2019-11-30,0
2019-12-01,0
2019-12-02,0
2019-12-03,0
2019-12-04,0
2019-12-05,0
2019-12-06,0
2019-12-07,0
2019-12-08,0
2019-12-09,0
2019-12-10,0
2019-12-11,0
2019-12-12,0
2019-12-13,0
2019-12-14,0
2019-12-15,0
2019-12-16,0
2019-12-17,0
2019-12-18,0
2019-12-19,0
2019-12-20,0
2019-12-21,0
2019-12-22,0
2019-12-23,0
2019-12-24,0
2019-12-25,0
2019-12-26,0
2019-12-27,0
2019-12-28,0
2019-12-29,0
2019-12-30,0
2019-12-31,0
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,0
2020-03-18,0
2020-03-19,0
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,0
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,0
2020-03-30,0
2020-03-31,0
2020-04-01,0
2020-04-02,0
2020-04-03,0
2020-04-04,0
2020-04-05,0
2020-04-06,0
2020-04-07,0
2020-04-08,0
2020-04-09,0
2020-04-10,0
2020-04-11,0
2020-04-12,0
2020-04-13,0
2020-04-14,0
2020-04-15,0
2020-04-16,0
2020-04-17,0
2020-04-18,0
2020-04-19,0
2020-04-20,0
2020-04-21,0
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,0
2020-04-26,0
2020-04-27,0
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,0
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,0
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,0
2020-05-11,0
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,0
2020-05-22,0
2020-05-23,0
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,0
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,0
2020-08-18,0
2020-08-19,0
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,0
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,0
2020-08-29,0
2020-08-30,0
2020-08-31,0
2020-09-01,0
2020-09-02,0
2020-09-03,0
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,0
2020-09-14,0
2020-09-15,0
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,0
2020-09-20,0
2020-09-21,0
2020-09-22,0
2020-09-23,0
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,0
2020-09-30,4
2020-10-01,324
2020-10-02,1698
2020-10-03,1868
2020-10-04,1882
2020-10-05,1899
2020-10-06,1907
2020-10-07,1916
2020-10-08,1931
2020-10-09,1962
2020-10-10,1970
2020-10-11,1977
2020-10-12,2130
2020-10-13,2443
2020-10-14,3572
2020-10-15,3774
2020-10-16,4116
2020-10-17,4287
2020-10-18,4314
2020-10-19,4365
2020-10-20,4416
2020-10-21,4445
2020-10-22,4474
2020-10-23,4493
2020-10-24,4544
2020-10-25,4563
2020-10-26,4669
2020-10-27,4897
2020-10-28,5249
2020-10-29,5393
2020-10-30,5474
2020-10-31,5769
2020-11-01,5843
2020-11-02,5903
2020-11-03,5957
2020-11-04,6435
2020-11-05,6583
2020-11-06,6629
2020-11-07,6713
2020-11-08,6774
2020-11-09,7048
2020-11-10,7421
2020-11-11,7466
2020-11-12,7504
2020-11-13,7536
2020-11-14,7578
2020-11-15,7596
2020-11-16,7635
2020-11-17,7697
2020-11-18,7773
2020-11-19,7957
2020-11-20,7993
2020-11-21,8012
2020-11-22,8025
2020-11-23,8039
2020-11-24,8067
2020-11-25,8084
2020-11-26,8153
2020-11-27,8159
2020-11-28,8165
2020-11-29,8175
2020-11-30,8182
2020-12-01,9225
2020-12-02,9277
2020-12-03,9457
2020-12-04,9620
2020-12-05,9670
2020-12-06,9721
2020-12-07,9758
2020-12-08,9778
2020-12-09,9793
2020-12-10,9816
2020-12-11,9873
2020-12-12,9880
2020-12-13,9888
2020-12-14,9924
2020-12-15,9942
2020-12-16,9980
2020-12-17,10051
2020-12-18,10068
2020-12-19,10081
2020-12-20,10096
2020-12-21,10210
2020-12-22,10526
2020-12-23,10768
2020-12-24,11015
2020-12-25,11119
2020-12-26,11153
2020-12-27,11273
2020-12-28,11289
2020-12-29,11337
2020-12-30,11444
2020-12-31,11533
2021-01-01,11584
2021-01-02,11604
2021-01-03,11632
2021-01-04,11668
2021-01-05,11716
2021-01-06,11741
2021-01-07,11779
2021-01-08,11797
2021-01-09,11813
2021-01-10,11825
2021-01-11,11833
2021-01-12,11907
2021-01-13,11920
2021-01-14,11935
2021-01-15,11954
2021-01-16,11971
2021-01-17,11980
2021-01-18,12002
2021-01-19,12110
2021-01-20,12129
2021-01-21,12213
2021-01-22,12248
2021-01-23,12277
2021-01-24,12303
2021-01-25,12319
2021-01-26,12326
2021-01-27,12370
2021-01-28,12388
2021-01-29,12417
2021-01-30,12473
2021-01-31,12544
2021-02-01,12637
2021-02-02,12784
2021-02-03,12996
2021-02-04,13090
2021-02-05,13149
2021-02-06,13337
2021-02-07,13366
2021-02-08,14139
2021-02-09,14487
2021-02-10,15027
2021-02-11,15388
2021-02-12,15674
2021-02-13,15980
2021-02-14,16237
2021-02-15,16875
2021-02-16,17094
2021-02-17,17389
2021-02-18,17534
2021-02-19,17884
2021-02-20,18173
2021-02-21,18266
2021-02-22,18664
2021-02-23,20815
2021-02-24,21174
2021-02-25,21450
2021-02-26,21578
2021-02-27,21776
2021-02-28,21860
2021-03-01,22061
2021-03-02,22335
2021-03-03,22640
2021-03-04,22796
2021-03-05,22871
2021-03-06,23215
2021-03-07,23348
2021-03-08,23480
2021-03-09,23689
2021-03-10,23906
2021-03-11,24205
2021-03-12,24881
2021-03-13,25310
2021-03-14,25478
2021-03-15,25665
2021-03-16,25914
2021-03-17,26638
2021-03-18,26805
2021-03-19,27177
2021-03-20,27481
2021-03-21,27609
2021-03-22,27975
2021-03-23,28398
2021-03-24,28704
2021-03-25,28878
2021-03-26,29150
2021-03-27,29511
2021-03-28,29699
2021-03-29,29929
2021-03-30,30149
2021-03-31,32092
2021-04-01,34390
2021-04-02,36583
2021-04-03,38306
2021-04-04,38765
2021-04-05,39293
2021-04-06,41314
2021-04-07,44217
2021-04-08,45968
2021-04-09,47173
2021-04-10,47771
2021-04-11,48294
2021-04-12,48799
2021-04-13,49170
2021-04-14,49474
2021-04-15,50702
2021-04-16,51086
2021-04-17,52027
2021-04-18,52177
2021-04-19,52548
2021-04-20,53180
2021-04-21,53415
2021-04-22,53680
2021-04-23,53900
2021-04-24,54095
2021-04-25,54210
2021-04-26,54545
2021-04-27,54872
2021-04-28,56264
2021-04-29,56779
2021-04-30,57888
2021-05-01,58224
2021-05-02,58641
2021-05-03,58867
2021-05-04,59781
2021-05-05,60249
2021-05-06,60655
2021-05-07,65194
2021-05-08,65615
2021-05-09,65899
2021-05-10,66616
2021-05-11,66887
2021-05-12,67263
2021-05-13,67530
2021-05-14,68066
2021-05-15,68315
2021-05-16,68647
2021-05-17,68930
2021-05-18,69493
2021-05-19,69731
2021-05-20,70111
2021-05-21,70820
2021-05-22,74094
2021-05-23,74356
2021-05-24,74589
2021-05-25,74786
2021-05-26,74942
2021-05-27,75721
2021-05-28,77426
2021-05-29,78452
2021-05-30,78703
2021-05-31,78954
2021-06-01,79543
2021-06-02,100785
2021-06-03,105236
2021-06-04,105674
2021-06-05,105940
2021-06-06,106098
2021-06-07,107471
2021-06-08,108502
2021-06-09,108822
2021-06-10,109428
2021-06-11,109825
2021-06-12,110106
2021-06-13,110239
2021-06-14,110453
2021-06-15,111492
2021-06-16,112333
2021-06-17,112873
2021-06-18,113335
2021-06-19,114588
2021-06-20,115382
2021-06-21,115756
2021-06-22,116252
2021-06-23,116961
2021-06-24,119107
2021-06-25,121336
2021-06-26,123678
2021-06-27,125491
2021-06-28,127390
2021-06-29,139144
2021-06-30,139676
2021-07-01,140410
2021-07-02,141095
2021-07-03,141580
2021-07-04,141841
2021-07-05,142187
2021-07-06,142702
2021-07-07,143945
2021-07-08,144770
2021-07-09,145500
2021-07-10,146497
2021-07-11,146781
2021-07-12,147205
2021-07-13,147663
2021-07-14,148349
2021-07-15,149507
2021-07-16,151613
2021-07-17,152709
2021-07-18,153849
2021-07-19,154749
2021-07-20,155347
2021-07-21,156709
2021-07-22,158186
2021-07-23,161532
2021-07-24,162217
2021-07-25,163142
2021-07-26,163768
2021-07-27,164155
2021-07-28,164870
2021-07-29,165851
2021-07-30,168226
2021-07-31,168596
2021-08-01,169129
2021-08-02,170420
2021-08-03,171208
2021-08-04,172142
2021-08-05,174059
2021-08-06,174862
2021-08-07,175207
2021-08-08,175623
2021-08-09,175879
2021-08-10,176363
2021-08-11,176955
2021-08-12,177525
2021-08-13,178288
2021-08-14,178902
2021-08-15,179969
2021-08-16,180357
2021-08-17,180818
2021-08-18,183341
2021-08-19,184890
2021-08-20,186282
2021-08-21,187086
2021-08-22,187900
2021-08-23,189918
2021-08-24,191832
2021-08-25,192578
2021-08-26,193691
2021-08-27,195178
2021-08-28,196275
2021-08-29,198911
2021-08-30,200696
2021-08-31,202285
2021-09-01,207958
2021-09-02,212541
2021-09-03,222907
2021-09-04,247352
2021-09-05,262599
2021-09-06,265870
2021-09-07,270378
2021-09-08,274995
2021-09-09,278190
2021-09-10,280340
2021-09-11,281844
2021-09-12,283281
2021-09-13,285450
2021-09-14,306433
2021-09-15,310210
2021-09-16,314735
2021-09-17,328718
2021-09-18,333063
2021-09-19,335193
2021-09-20,338739
2021-09-21,340041
2021-09-22,346903
2021-09-23,355852
2021-09-24,358593
2021-09-25,361052
2021-09-26,364604
2021-09-27,380639
2021-09-28,400757
2021-09-29,404284
2021-09-30,411460
2021-10-01,426286
2021-10-02,429929
2021-10-03,436031
2021-10-04,442796
2021-10-05,453385
2021-10-06,456232
2021-10-07,459808
2021-10-08,467513
2021-10-09,469994
2021-10-10,472842
2021-10-11,475322
2021-10-12,476377
2021-10-13,477152
2021-10-14,477942
2021-10-15,478907
2021-10-16,479446
2021-10-17,480480
2021-10-18,481156
2021-10-19,482589
2021-10-20,485871
2021-10-21,488514
2021-10-22,490544
2021-10-23,491994
2021-10-24,493200
2021-10-25,493943
2021-10-26,495130
2021-10-27,496264
2021-10-28,497411
2021-10-29,498855
2021-10-30,499924
2021-10-31,502186
2021-11-01,504162
2021-11-02,507843
2021-11-03,509250
2021-11-04,510537
2021-11-05,511687
2021-11-06,512466
2021-11-07,513490
2021-11-08,514647
2021-11-09,516092
2021-11-10,517389
2021-11-11,519405
2021-11-12,521388
2021-11-13,522922
2021-11-14,525331
2021-11-15,528300
2021-11-16,530661
2021-11-17,536221
2021-11-18,540832
2021-11-19,544795
2021-11-20,546922
2021-11-21,547966
2021-11-22,549048
2021-11-23,550468
2021-11-24,551846
2021-11-25,553411
2021-11-26,555416
2021-11-27,556316
2021-11-28,557391
2021-11-29,558290
2021-11-30,560158
2021-12-01,562470
2021-12-02,570439
2021-12-03,575501
2021-12-04,578716
2021-12-05,582642
2021-12-06,584774
2021-12-07,588528
2021-12-08,591229
2021-12-09,595190
2021-12-10,597302
2021-12-11,599028
2021-12-12,599853
2021-12-13,601369
2021-12-14,603945
2021-12-15,606529
2021-12-16,609511
2021-12-17,612038
2021-12-18,613505
2021-12-19,614931
2021-12-20,616305
2021-12-21,618152
2021-12-22,621462
2021-12-23,623489
2021-12-24,629394
2021-12-25,632162
2021-12-26,633615
2021-12-27,634469
2021-12-28,635856
2021-12-29,639147
2021-12-30,640407
2021-12-31,642596
2022-01-01,644401
2022-01-02,647034
2022-01-03,647956
2022-01-04,650063
2022-01-05,651572
2022-01-06,652711
2022-01-07,653670
2022-01-08,654976
2022-01-09,655749
2022-01-10,656962
2022-01-11,657849
2022-01-12,659374
2022-01-13,661346
2022-01-14,662789
2022-01-15,664384
2022-01-16,665280
2022-01-17,667682
2022-01-18,669498
2022-01-19,672400
2022-01-20,674910
2022-01-21,677052
2022-01-22,679048
2022-01-23,680477
2022-01-24,681685
2022-01-25,683591
2022-01-26,685294
2022-01-27,686843
2022-01-28,688774
2022-01-29,691112
2022-01-30,694071
2022-01-31,695691
2022-02-01,703278
2022-02-02,704871
2022-02-03,707642
2022-02-04,709342
2022-02-05,710389
2022-02-06,711699
2022-02-07,712855
2022-02-08,714195
2022-02-09,715790
2022-02-10,717015
2022-02-11,718677
2022-02-12,719704
2022-02-13,722939
2022-02-14,737887
2022-02-15,739781
2022-02-16,741121
2022-02-17,742737
2022-02-18,745244
2022-02-19,746555
2022-02-20,747806
2022-02-21,748816
2022-02-22,750351
2022-02-23,752259
2022-02-24,753868
2022-02-25,755037
2022-02-26,756180
2022-02-27,756846
2022-02-28,757685
2022-03-01,758559
2022-03-02,759738
2022-03-03,760570
2022-03-04,761978
2022-03-05,762884
2022-03-06,764015
2022-03-07,765114
2022-03-08,766434
2022-03-09,767321
2022-03-10,768450
2022-03-11,770114
2022-03-12,771208
2022-03-13,772580
2022-03-14,773984
2022-03-15,776194
2022-03-16,778096
2022-03-17,782815
2022-03-18,784716
2022-03-19,785214
2022-03-20,785925
2022-03-21,786336
2022-03-22,786869
2022-03-23,788342
2022-03-24,791463
2022-03-25,794828
2022-03-26,796117
2022-03-27,797969
2022-03-28,799211
2022-03-29,800216
2022-03-30,801479
2022-03-31,802846
2022-04-01,804301
2022-04-02,805668
2022-04-03,806255
2022-04-04,807427
2022-04-05,808332
2022-04-06,809577
2022-04-07,810882
2022-04-08,812161
2022-04-09,813118
2022-04-10,813509
2022-04-11,814109
2022-04-12,815445
2022-04-13,816334
2022-04-14,817445
2022-04-15,818160
2022-04-16,818716
2022-04-17,819283
2022-04-18,819898
2022-04-19,820685
2022-04-20,821652
2022-04-21,823018
2022-04-22,825010
2022-04-23,826849
2022-04-24,827387
2022-04-25,828183
2022-04-26,828723
2022-04-27,829369
2022-04-28,830563
2022-04-29,832261
2022-04-30,833973
2022-05-01,834431
2022-05-02,835071
2022-05-03,836038
2022-05-04,837030
2022-05-05,838581
2022-05-06,839367
2022-05-07,839870
2022-05-08,840232
2022-05-09,840798
2022-05-10,841488
2022-05-11,842488
2022-05-12,843637
2022-05-13,844519
2022-05-14,845330
2022-05-15,849182
2022-05-16,849770
2022-05-17,850648
2022-05-18,851454
2022-05-19,852674
2022-05-20,854334
2022-05-21,855170
2022-05-22,856362
2022-05-23,858020
2022-05-24,858759
2022-05-25,859439
2022-05-26,860536
2022-05-27,861476
2022-05-28,862142
2022-05-29,862720
2022-05-30,863221
2022-05-31,863725
2022-06-01,864226
2022-06-02,865449
2022-06-03,866047
2022-06-04,866502
2022-06-05,866865
2022-06-06,867359
2022-06-07,868130
2022-06-08,868705
2022-06-09,869471
2022-06-10,870298
2022-06-11,870832
2022-06-12,871418
2022-06-13,872049
2022-06-14,876207
2022-06-15,877165
2022-06-16,878246
2022-06-17,879140
2022-06-18,879988
2022-06-19,880434
2022-06-20,883189
2022-06-21,885366
2022-06-22,887621
2022-06-23,889525
2022-06-24,891515
2022-06-25,892087
2022-06-26,892361
2022-06-27,892835
2022-06-28,893314
2022-06-29,893767
2022-06-30,894302
2022-07-01,894626
2022-07-02,894928
2022-07-03,896081
2022-07-04,896828
2022-07-05,897355
2022-07-06,897613
